"N","estimator","age","mid","nrep","bias_a","se_a","bias_b","se_b","true_a","true_b","t_a","t_b"
2e+06,"mle","40-44",42.5,300,-0.000361285540368961,0.0144489750366171,0.000322940892403888,0.00456120295243036,-6.75402026895997,0.0329677363497863,-0.0250042331344181,0.0708016932751948
2e+06,"mle","45-49",47.5,300,-0.000557129814795942,0.0126145316134061,0.000497754001404609,0.00369778722367334,-6.34155460245041,0.025950079978389,-0.0441657155311142,0.13460861085191
2e+06,"mle","50-54",52.5,300,-0.000703386245199944,0.0101966345414327,-0.000194566131185531,0.00373265363600757,-5.93101826830349,0.0287499471299496,-0.0689821962669963,-0.0521254180427087
2e+06,"mle","55-59",57.5,300,0.000929633840690336,0.0094465552502018,6.3860855679207e-05,0.00365555520235866,-5.5431915265717,0.0445772840877155,0.0984098241176832,0.0174695366761258
2e+06,"mle","60-64",62.5,300,-0.000495145765185612,0.00848180995843435,0.000247657264855962,0.00338398241930667,-5.10551938327063,0.0562673346856074,-0.0583773708220421,0.0731851511529729
2e+06,"mle","65-69",67.5,300,-0.000716777417532732,0.00664892702373041,0.000291905983103871,0.0033225875884328,-4.62531761703246,0.0678324947554817,-0.107803471894715,0.0878550152056511
2e+06,"mle","70-74",72.5,300,-0.000314201006125003,0.0064126177829123,0.000425668834857437,0.00323967921265918,-4.07182736488224,0.0650219890413153,-0.048997307614724,0.131392278962102
2e+06,"mle","75-79",77.5,300,-1.26969750731121e-05,0.00501652763245769,0.000147626796916919,0.00265109276791264,-3.49607909020242,0.0514850010931134,-0.00253102863242708,0.0556852625844377
2e+06,"mle","80-84",82.5,300,-0.000356051425854709,0.00467160701049312,0.000117553544182303,0.00215171616955174,-2.88002144208942,0.0428678086215171,-0.0762160483651481,0.0546324584281914
2e+06,"mle","85-89",87.5,300,0.000313199100266726,0.00502399199593127,0.000328014559377865,0.00221267299340632,-2.28563093161235,0.0324055997576375,0.0623406845632663,0.148243577047008
2e+06,"mle","90-94",92.5,300,-0.000409495706750862,0.00642435325611058,0.000158442976838979,0.00245228458911575,-1.74976839172068,0.0223293502930381,-0.0637411565687747,0.0646103545820966
2e+06,"mle","95-99",97.5,300,-8.45583222526258e-05,0.0117026365625808,6.29807707147514e-05,0.0041916694403233,-1.30567837065216,0.0127171967751866,-0.00722557876598519,0.0150252236278187
